,station,date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
392,Seonyudo Station,4주,교촌치킨,교촌레허반반순살,선유도역맛집,선유도역교촌치킨,선유도교촌,선유도공원맛집,한강치킨배달,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,Seonyudo Station,4주,천이오겹살,합정맛집,선유도맛집,선유도역맛집,맛집스타그램,영등포맛집,존맛탱,JMT,즉석떡볶이,홍대맛집추천,홍대맛집베스트10,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,Seonyudo Station,4주,선유도역,9호선맛집,선유도역맛집,선유도바다식당,바다식당,선유도5번출구바로앞,jmt,ootd,선팔,맞팔,선팔하면맞팔,좋아요반사,회포차,회식장소,먹스타그램,먹스타,먹스타맞팔,맛집,맛집추천,맛스타그램,존맛탱집,존맛집,회,도다리회,광어회,우럭회,연어회,테슬라,테진아,,,,,,,,,
395,Seonyudo Station,4주,누구나홀딱반한닭선유도역점,선유도맛집,선유도역맛집,선유도치킨,누구나홀딱반한닭,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,Seonyudo Station,4주,천이오겹살,합정맛집,선유도맛집,선유도역맛집,홍대맛집추천,홍대데이트,밥블레스유,존맛탱,송가인,홍대고기집,차돌박이,합정데이트,오겹살맛집,,,,,,,,,,,,,,,,,,,,,,,,,
397,Seonyudo Station,4주,삼겹살,삼겹살맛집,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,Seonyudo Station,4주,천이오겹살,합정맛집,선유도맛집,선유도역맛집,합정삼겹살,송가인맛집,삼겹살맛집,찐맛집,삼겹살,상수동맛집,외식하는날,홍대맛집,홍대삼겹살,송가인,,,,,,,,,,,,,,,,,,,,,,,,
399,Seonyudo Station,4주,당산맛집,선유도역맛집,봄에는,역시쌈밥,모두의밥상,집밥이땡길때,쌈밥맛집,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,Seonyudo Station,4주,천이오겹살,합정맛집,선유도맛집,선유도역맛집,삼겹살,외식하는날맛집,홍대맛집베스트,홍대맛집추천,존맛탱,맛집,밥블레스유,상수동맛집,홍대맛집베스트10,비빔국수,,,,,,,,,,,,,,,,,,,,,,,,
401,Seonyudo Station,4주,서울,경주,서울맛집,선유도,선유도맛집,선유도역,선유도역맛집,맛집,맛집탐방,맛집스타그램,맛스타,맛스타그램,먹스타,먹스타그램,뚜스뚜스,만조토마토파스타,불고기피자,,,,,,,,,,,,,,,,,,,,,
402,Seonyudo Station,4주,천이오겹살,합정맛집,선유도맛집,선유도역맛집,송가인맛집,차돌박이,합정데이트,합정삼겹살,합정동맛집,즉석떡볶이,홍대데이트,오겹살,이영자맛집,,,,,,,,,,,,,,,,,,,,,,,,,
403,Seonyudo Station,4주,천이오겹살,합정맛집,선유도맛집,선유도역맛집,홍대고기집,홍대맛집베스트,삼겹살맛집,삼겹살,외식하는날삼겹살,합정데이트,합정맛집추천,이영자맛집,,,,,,,,,,,,,,,,,,,,,,,,,,
404,Seonyudo Station,4주,천이오겹살,합정맛집,선유도맛집,선유도역맛집,상수동맛집,합정삼겹살,합정데이트,합정고기집,찐맛집,서교동맛집,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,Seonyudo Station,4주,천이오겹살,합정맛집,선유도맛집,선유도역맛집,즉석떡볶이,밥블레스유,상수동맛집,홍대맛집탐방,외식하는날삼겹살,외식하는날맛집,합정역맛집,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,Seonyudo Station,4주,천이오겹살,합정맛집,선유도맛집,선유도역맛집,합정맛집추천,맛집스타그램,밥블레스유,홍대삼겹살,홍대고기집,합정고기집,송가인,냉삼초밥,송가인맛집,홍대맛집추천,,,,,,,,,,,,,,,,,,,,,,,,
407,Seonyudo Station,4주,천이오겹살,합정맛집,선유도맛집,선유도역맛집,밥블레스유,홍대맛집추천,외식하는날,연남동맛집,찐맛집,홍대고기집,합정역맛집,냉삼초밥,외식하는날맛집,홍대맛집베스트10,,,,,,,,,,,,,,,,,,,,,,,,
408,Seonyudo Station,4주,와사비,꼬막해물짬뽕정식,꼬막짬뽕,점심시간,점심메뉴추천,점심특선,점심맛집,점심메뉴,선유도역,선유도맛집,선유도역맛집,선유도,맞팔선팔환영,선팔환영,선팔맞팔,오랫만에,와사비,얼큰하니,해물짬뽕맛나네,,,,,,,,,,,,,,,,,,,
409,Seonyudo Station,4주,천이오겹살,합정맛집,선유도맛집,선유도역맛집,합정삼겹살,홍대삼겹살,영등포맛집,맛집스타그램,외식하는날맛집,외식하는날,홍대데이트,홍대맛집추천,삼겹살,오겹살맛집,,,,,,,,,,,,,,,,,,,,,,,,
410,Seonyudo Station,4주,Repost,천이오겹살,합정맛집,선유도맛집,선유도역맛집,서교동맛집,합정고기집,홍대맛집추천,영등포맛집,JMT,삼겹살,외식하는날삼겹살,합정맛집추천,송가인,밥블레스유,,,,,,,,,,,,,,,,,,,,,,,
411,Seonyudo Station,4주,일상,소통,선팔,맞팔,팔로우,맛스타그램,먹스타그램,도미라,도미라선유도역점,마라탕,마라탕맛집,꿔바로우,마라샹궈,야식,선유도맛집,선유도역맛집,당산맛집,영등포맛집,ad,,,,,,,,,,,,,,,,,,,
412,Seonyudo Station,4주,천이오겹살,합정맛집,선유도맛집,선유도역맛집,서교동맛집,합정고기집,홍대맛집추천,영등포맛집,JMT,삼겹살,외식하는날삼겹살,합정맛집추천,송가인,밥블레스유,,,,,,,,,,,,,,,,,,,,,,,,
413,Seonyudo Station,4주,천이오겹살,합정맛집,선유도맛집,선유도역맛집,합정고기집,즉석떡볶이,오겹살,당산맛집,냉삼초밥,삼겹살,밥블레스유,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,Seonyudo Station,4주,천이오겹살,합정맛집,선유도맛집,선유도역맛집,홍대맛집,송가인,이영자,상수동맛집,외식하는날맛집,차돌박이,밥블레스유,맛집스타그램,영등포맛집,홍대맛집베스트10,,,,,,,,,,,,,,,,,,,,,,,,
415,Seonyudo Station,4주,천이오겹살,합정맛집,선유도맛집,선유도역맛집,냉삼초밥,영등포맛집,홍대맛집베스트,합정동맛집,상수동맛집,연남동맛집,외식하는날삼겹살,선유도,합정삼겹살,삼겹살맛집,,,,,,,,,,,,,,,,,,,,,,,,
416,Seonyudo Station,4주,천이오겹살,합정맛집,선유도맛집,선유도역맛집,비빔국수,홍대데이트,연남동맛집,냉삼초밥,이영자맛집,즉석떡볶이,맛집스타그램,영등포맛집,오겹살,합정삼겹살,,,,,,,,,,,,,,,,,,,,,,,,
417,Seonyudo Station,4주,천이오겹살,합정맛집,선유도맛집,선유도역맛집,비빔국수,이영자,삼겹살맛집,영등포맛집,찐맛집,삼겹살,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,Seonyudo Station,4주,Repost,천이오겹살,합정맛집,선유도맛집,선유도역맛집,외식하는날송가인,찐맛집,비빔국수,오겹살,상수동맛집,당산맛집,외식하는날,홍대고기집,,,,,,,,,,,,,,,,,,,,,,,,,
419,Seonyudo Station,4주,천이오겹살,합정맛집,선유도맛집,선유도역맛집,외식하는날송가인,찐맛집,비빔국수,오겹살,상수동맛집,당산맛집,외식하는날,홍대고기집,,,,,,,,,,,,,,,,,,,,,,,,,,
420,Seonyudo Station,4주,천이오겹살,합정맛집,선유도맛집,선유도역맛집,삼겹살맛집,외식하는날,오겹살,합정맛집추천,합정데이트,선유도,찐맛집,홍대맛집추천,맛집,합정역맛집,,,,,,,,,,,,,,,,,,,,,,,,
421,Seonyudo Station,4주,양평동맛집,당산맛집,선유도역맛집,냉이된장찌개,또순이네,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,Seonyudo Station,4주,선유도역맛집,당산맛집,양평맛집,온수반,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,Seonyudo Station,4주,천이오겹살,합정맛집,선유도맛집,선유도역맛집,합정맛집추천,밥블레스유,외식하는날맛집,존맛탱,삼겹살맛집,영등포맛집,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,Seonyudo Station,4주,선유도역맛집,천이오겹살,냉삼맛집,냉동오겹살,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,Seonyudo Station,4주,천이오겹살,합정맛집,선유도맛집,선유도역맛집,맛집스타그램,합정데이트,이영자,합정삼겹살,연남동맛집,홍대맛집탐방,존맛탱,오겹살,오겹살맛집,,,,,,,,,,,,,,,,,,,,,,,,,
426,Seonyudo Station,4주,천이오겹살,합정맛집,선유도맛집,선유도역맛집,삼겹살맛집,맛집스타그램,합정동맛집,찐맛집,외식하는날삼겹살,즉석떡볶이,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,Seonyudo Station,4주,천이오겹살,합정맛집,선유도맛집,선유도역맛집,홍대맛집베스트,오겹살,맛집,홍대맛집추천,선유도,밥블레스유,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,Seonyudo Station,4주,천이오겹살,합정맛집,선유도맛집,선유도역맛집,비빔국수,홍대맛집추천,합정데이트,찐맛집,합정동맛집,외식하는날송가인,홍대맛집베스트10,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,Seonyudo Station,4주,선유도역,선유도역맛집,이필당,이필당보쌈,보쌈,보쌈맛집,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,Seonyudo Station,4주,천이오겹살,합정맛집,선유도맛집,선유도역맛집,당산맛집,외식하는날맛집,찐맛집,합정고기집,상수동맛집,연남동맛집,홍대맛집베스트10,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,Seonyudo Station,4주,일상,소통,선팔,맞팔,팔로우,맛스타그램,먹스타그램,도미라,도미라선유도역점,마라탕,마라탕맛집,꿔바로우,마라샹궈,야식,선유도맛집,선유도역맛집,당산맛집,영등포맛집,ad,,,,,,,,,,,,,,,,,,,
432,Seonyudo Station,4주,천이오겹살,합정맛집,선유도맛집,선유도역맛집,JMT,합정역맛집,냉삼초밥,맛집,오겹살,홍대맛집추천,홍대데이트,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,Seonyudo Station,4주,천이오겹살,합정맛집,선유도맛집,선유도역맛집,상수동맛집,홍대고기집,합정삼겹살,홍대맛집추천,비빔국수,외식하는날맛집,오겹살,밥블레스유,오겹살맛집,서교동맛집,,,,,,,,,,,,,,,,,,,,,,,,
434,Seonyudo Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,Seonyudo Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,Seonyudo Station,4주,천이오겹살,합정맛집,선유도맛집,선유도역맛집,존맛탱,삼겹살맛집,서교동맛집,합정맛집추천,이영자맛집,밥블레스유,합정데이트,영등포맛집,,,,,,,,,,,,,,,,,,,,,,,,,,
437,Seonyudo Station,4주,천이오겹살,합정맛집,선유도맛집,선유도역맛집,즉석떡볶이,합정역맛집,홍대고기집,송가인,차돌박이,홍대맛집베스트,삼겹살맛집,외식하는날삼겹살,,,,,,,,,,,,,,,,,,,,,,,,,,
438,Seonyudo Station,4주,천이오겹살,합정맛집,선유도맛집,선유도역맛집,송가인맛집,홍대맛집추천,서교동맛집,합정고기집,외식하는날송가인,비빔국수,차돌박이,JMT,,,,,,,,,,,,,,,,,,,,,,,,,,
439,Seonyudo Station,4주,천이오겹살,합정맛집,선유도맛집,선유도역맛집,즉석떡볶이,합정고기집,선유도,홍대맛집탐방,차돌박이,홍대고기집,홍대맛집베스트10,합정데이트,,,,,,,,,,,,,,,,,,,,,,,,,,
440,Seonyudo Station,4주,와규타다끼덮밥,왕새우튀김,서울,선유도,선유도역,여의도,서울맛집,선유도맛집,선유도역맛집,여의도맛집,묘미식당,먹스타그램,맛스타그램,JMTGR,,,,,,,,,,,,,,,,,,,,,,,,
441,Seonyudo Station,4주,천이오겹살,합정맛집,선유도맛집,선유도역맛집,이영자맛집,외식하는날삼겹살,삼겹살,서교동맛집,홍대삼겹살,밥블레스유,당산맛집,홍대맛집탐방,오겹살,,,,,,,,,,,,,,,,,,,,,,,,,
442,Seonyudo Station,4주,천이오겹살,합정맛집,선유도맛집,선유도역맛집,차돌박이,즉석떡볶이,오겹살맛집,합정삼겹살,서교동맛집,밥블레스유,JMT,홍대데이트,연남동맛집,홍대고기집,,,,,,,,,,,,,,,,,,,,,,,,
443,Seonyudo Station,4주,천이오겹살,합정맛집,선유도맛집,선유도역맛집,홍대고기집,맛집,비빔국수,송가인맛집,홍대맛집추천,홍대맛집탐방,상수동맛집,외식하는날맛집,,,,,,,,,,,,,,,,,,,,,,,,,,
444,Seonyudo Station,4주,천이오겹살,합정맛집,선유도맛집,선유도역맛집,밥블레스유,삼겹살,상수동맛집,존맛탱,서교동맛집,삼겹살맛집,차돌박이,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,Seonyudo Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,Seonyudo Station,4주,천이오겹살,합정맛집,선유도맛집,선유도역맛집,맛집,존맛탱,차돌박이,외식하는날맛집,외식하는날,찐맛집,삼겹살,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,Seonyudo Station,4주,천이오겹살,합정맛집,선유도맛집,선유도역맛집,홍대맛집베스트,합정삼겹살,찐맛집,합정데이트,오겹살,송가인맛집,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,Seonyudo Station,4주,천이오겹살,합정맛집,선유도맛집,선유도역맛집,합정동맛집,냉삼초밥,외식하는날,삼겹살,송가인,맛집,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,Seonyudo Station,4주,천이오겹살,합정맛집,선유도맛집,선유도역맛집,맛집,홍대고기집,냉삼초밥,맛집스타그램,이영자,이영자맛집,홍대삼겹살,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,Seonyudo Station,4주,일상,소통,선팔,맞팔,팔로우,맛스타그램,먹스타그램,도미라,도미라선유도역점,마라탕,마라탕맛집,꿔바로우,마라샹궈,야식,선유도맛집,선유도역맛집,당산맛집,영등포맛집,ad,당산,당산역,선유도역,선유도,선유도공원,,,,,,,,,,,,,,
451,Seonyudo Station,4주,천이오겹살,합정맛집,선유도맛집,선유도역맛집,외식하는날삼겹살,삼겹살맛집,냉삼초밥,당산맛집,연남동맛집,선유도,영등포맛집,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,Seonyudo Station,4주,천이오겹살,합정맛집,선유도맛집,선유도역맛집,홍대맛집베스트10,삼겹살,송가인맛집,비빔국수,홍대맛집,선유도,삼겹살맛집,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,Seonyudo Station,4주,천이오겹살,합정맛집,선유도맛집,선유도역맛집,외식하는날맛집,합정삼겹살,냉삼초밥,송가인,당산맛집,삼겹살맛집,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,Seonyudo Station,4주,천이오겹살,합정맛집,선유도맛집,선유도역맛집,상수동맛집,홍대맛집베스트,삼겹살,비빔국수,당산맛집,합정고기집,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,Seonyudo Station,4주,천이오겹살,합정맛집,선유도맛집,선유도역맛집,맛집,홍대맛집,외식하는날맛집,밥블레스유,합정맛집추천,외식하는날,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,Seonyudo Station,4주,천이오겹살,합정맛집,선유도맛집,선유도역맛집,이영자,홍대맛집탐방,냉삼초밥,합정고기집,외식하는날송가인,찐맛집,존맛탱,삼겹살,,,,,,,,,,,,,,,,,,,,,,,,,,
457,Seonyudo Station,4주,천이오겹살,합정맛집,선유도맛집,선유도역맛집,송가인,차돌박이,합정역맛집,외식하는날송가인,외식하는날맛집,맛집,송가인맛집,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,Seonyudo Station,4주,천이오겹살,합정맛집,선유도맛집,선유도역맛집,서교동맛집,오겹살맛집,삼겹살,외식하는날송가인,영등포맛집,차돌박이,존맛탱,홍대맛집베스트10,,,,,,,,,,,,,,,,,,,,,,,,,,
459,Seonyudo Station,4주,천이오겹살,합정맛집,선유도맛집,선유도역맛집,합정데이트,홍대맛집추천,맛집,외식하는날송가인,홍대맛집,상수동맛집,밥블레스유,삼겹살맛집,,,,,,,,,,,,,,,,,,,,,,,,,,
460,Seonyudo Station,4주,누구나홀딱반한닭선유도역점,선유도맛집,선유도역맛집,선유도치킨,누구나홀딱반한닭,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,Seonyudo Station,4주,예향정,브랜드스토리,브랜드,김치찌개,된장찌개,두루치기,한식전문점,맛집,맛집추천,추천맛집,좋아요,좋아요반사,좋반,일상,데일리,신규오픈,선유도역,선유도맛집,선유도역맛집,,,,,,,,,,,,,,,,,,,
462,Seonyudo Station,4주,도미라,일상,소통,선팔,맞팔,팔로우,맛스타그램,먹스타그램,도미라선유도역점,마라탕,마라탕맛집,꿔바로우,마라샹궈,야식,선유도맛집,선유도역맛집,당산맛집,영등포맛집,ad,,,,,,,,,,,,,,,,,,,
463,Seonyudo Station,4주,천이오겹살,합정맛집,선유도맛집,선유도역맛집,송가인맛집,홍대맛집베스트,외식하는날맛집,합정동맛집,오겹살맛집,차돌박이,상수동맛집,홍대맛집,,,,,,,,,,,,,,,,,,,,,,,,,,
464,Seonyudo Station,4주,예향정선유도점,예향정,쌈싸먹는김치찌개,선유도역맛집,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,Seonyudo Station,4주,천이오겹살,합정맛집,선유도맛집,선유도역맛집,선유도,연남동맛집,즉석떡볶이,합정맛집추천,외식하는날송가인,존맛탱,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,Seonyudo Station,4주,천이오겹살,합정맛집,선유도맛집,선유도역맛집,합정맛집추천,홍대데이트,상수동맛집,이영자,합정동맛집,JMT,합정역맛집,외식하는날삼겹살,,,,,,,,,,,,,,,,,,,,,,,,,,
467,Seonyudo Station,4주,인기명선유도점,선유도역맛집,당산역맛집,당산맛집,당산동맛집,당산맛집추천,양평역맛집,영등포구맛집,영등포맛집베스트,영등포맛집추천,영등포술집,영등포회식장소,가족보양식,보양식맛집,면역력강화,,,,,,,,,,,,,,,,,,,,,,,
468,Seonyudo Station,4주,배터져,선유도역맛집,당산역맛집,당산맛집,당산동맛집,당산맛집추천,양평역맛집,영등포구맛집,영등포술집,영등포맛집베스트,영등포회식장소,영등포맛집추천,가족보양식,면역력강화,보양식맛집,인기명선유도점,,,,,,,,,,,,,,,,,,,,,,
469,Seonyudo Station,4주,천이오겹살,합정맛집,선유도맛집,선유도역맛집,합정역맛집,JMT,연남동맛집,합정고기집,합정삼겹살,합정동맛집,삼겹살맛집,냉삼초밥,홍대맛집베스트,,,,,,,,,,,,,,,,,,,,,,,,,
470,Seonyudo Station,4주,선유도역맛집,양평역맛집,당산맛집추천,당산역맛집,영등포술집,당산동맛집,당산맛집,영등포구맛집,영등포맛집베스트,인기명선유도점,가족보양식,영등포회식장소,보양식맛집,면역력강화,,,,,,,,,,,,,,,,,,,,,,,,
471,Seonyudo Station,4주,선유도역맛집,당산역맛집,양평역맛집,영등포맛집추천,인기명선유도점,당산맛집,당산맛집추천,당산동맛집,영등포구맛집,영등포맛집베스트,영등포술집,영등포회식장소,가족보양식,면역력강화,보양식맛집,,,,,,,,,,,,,,,,,,,,,,,
472,Seonyudo Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,Seonyudo Station,28주,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,Seonyudo Station,4주,천이오겹살,합정맛집,선유도맛집,선유도역맛집,외식하는날송가인,홍대맛집,홍대맛집베스트10,삼겹살,선유도,존맛탱,합정삼겹살,홍대맛집탐방,합정고기집,외식하는날,,,,,,,,,,,,,,,,,,,,,,,,
