,,,,review,url
4623,Seoul Station,피터팬노래연습장,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=1493023131&query=%ED%94%BC%ED%84%B0%ED%8C%AC%EB%85%B8%EB%9E%98%EC%97%B0%EC%8A%B5%EC%9E%A5
4624,Seoul Station,수인노래방,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=1905243550&query=%EC%88%98%EC%9D%B8%EB%85%B8%EB%9E%98%EB%B0%A9
4625,Seoul Station,드림노래방,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=20823845&query=%EB%93%9C%EB%A6%BC%EB%85%B8%EB%9E%98%EB%B0%A9
4626,Seoul Station,비너스노래방,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=20942239&query=%EB%B9%84%EB%84%88%EC%8A%A4%EB%85%B8%EB%9E%98%EB%B0%A9
4627,Seoul Station,자이언트,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=802976851&query=%EC%9E%90%EC%9D%B4%EC%96%B8%ED%8A%B8
4628,Seoul Station,제일노래방,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=1892557653&query=%EC%A0%9C%EC%9D%BC%EB%85%B8%EB%9E%98%EB%B0%A9
4629,Seoul Station,궁노래연습장,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=18133274&query=%EA%B6%81%EB%85%B8%EB%9E%98%EC%97%B0%EC%8A%B5%EC%9E%A5
4630,Seoul Station,오페라노래방,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=20912022&query=%EC%98%A4%ED%8E%98%EB%9D%BC%EB%85%B8%EB%9E%98%EB%B0%A9
4631,Seoul Station,황제노래터,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=20831390&query=%ED%99%A9%EC%A0%9C%EB%85%B8%EB%9E%98%ED%84%B0
4632,Seoul Station,25시노래빵,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=1303213705&query=25%EC%8B%9C%EB%85%B8%EB%9E%98%EB%B9%B5
4633,Seoul Station,자이언트노래방,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=20904122&query=%EC%9E%90%EC%9D%B4%EC%96%B8%ED%8A%B8%EB%85%B8%EB%9E%98%EB%B0%A9
4634,Seoul Station,서울노래방,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=904183447&query=%EC%84%9C%EC%9A%B8%EB%85%B8%EB%9E%98%EB%B0%A9
4635,Seoul Station,카르멘노래주점,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=1525259644&query=%EC%B9%B4%EB%A5%B4%EB%A9%98%EB%85%B8%EB%9E%98%EC%A3%BC%EC%A0%90
4636,Seoul Station,신바람노래연습장,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=37476299&query=%EC%8B%A0%EB%B0%94%EB%9E%8C%EB%85%B8%EB%9E%98%EC%97%B0%EC%8A%B5%EC%9E%A5
4637,Sookmyung University Station,JOYKING동전노래연습장 숙명여대점,노래방,12,https://store.naver.com/restaurants/detail?entry=ple&id=761631637&query=JOYKING%EB%8F%99%EC%A0%84%EB%85%B8%EB%9E%98%EC%97%B0%EC%8A%B5%EC%9E%A5%20%EC%88%99%EB%AA%85%EC%97%AC%EB%8C%80%EC%A0%90
4638,Sookmyung University Station,락휴 코인노래연습장 숙대입구점,노래방,5,https://store.naver.com/restaurants/detail?entry=ple&id=1942003628&query=%EB%9D%BD%ED%9C%B4%20%EC%BD%94%EC%9D%B8%EB%85%B8%EB%9E%98%EC%97%B0%EC%8A%B5%EC%9E%A5%20%EC%88%99%EB%8C%80%EC%9E%85%EA%B5%AC%EC%A0%90
4639,Sookmyung University Station,위아더월드,노래방,1,https://store.naver.com/restaurants/detail?entry=ple&id=1011594309&query=%EC%9C%84%EC%95%84%EB%8D%94%EC%9B%94%EB%93%9C
4640,Sookmyung University Station,미소노래방,노래방,1,https://store.naver.com/restaurants/detail?entry=ple&id=1242463680&query=%EB%AF%B8%EC%86%8C%EB%85%B8%EB%9E%98%EB%B0%A9
4641,Sookmyung University Station,퀸노래방,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=1243667813&query=%ED%80%B8%EB%85%B8%EB%9E%98%EB%B0%A9
4642,Sookmyung University Station,멜로디노래랑,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=20870689&query=%EB%A9%9C%EB%A1%9C%EB%94%94%EB%85%B8%EB%9E%98%EB%9E%91
4643,Sookmyung University Station,갬블러노래방,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=1011553904&query=%EA%B0%AC%EB%B8%94%EB%9F%AC%EB%85%B8%EB%9E%98%EB%B0%A9
4644,Sookmyung University Station,에떼노래방,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=37476310&query=%EC%97%90%EB%96%BC%EB%85%B8%EB%9E%98%EB%B0%A9
4645,Sookmyung University Station,명성가요노래방,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=1488567789&query=%EB%AA%85%EC%84%B1%EA%B0%80%EC%9A%94%EB%85%B8%EB%9E%98%EB%B0%A9
4646,Sookmyung University Station,필하모니,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=1177917870&query=%ED%95%84%ED%95%98%EB%AA%A8%EB%8B%88
4647,Sookmyung University Station,팡팡노래뱅크,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=1340880286&query=%ED%8C%A1%ED%8C%A1%EB%85%B8%EB%9E%98%EB%B1%85%ED%81%AC
4648,Sookmyung University Station,그냥갈수없잖아,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=1575121705&query=%EA%B7%B8%EB%83%A5%EA%B0%88%EC%88%98%EC%97%86%EC%9E%96%EC%95%84
4649,Sookmyung University Station,음악세상노래연습장,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=1985413944&query=%EC%9D%8C%EC%95%85%EC%84%B8%EC%83%81%EB%85%B8%EB%9E%98%EC%97%B0%EC%8A%B5%EC%9E%A5
4650,Sookmyung University Station,별노래연습장,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=37482481&query=%EB%B3%84%EB%85%B8%EB%9E%98%EC%97%B0%EC%8A%B5%EC%9E%A5
4651,Sookmyung University Station,파랑새노래연습장,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=20862772&query=%ED%8C%8C%EB%9E%91%EC%83%88%EB%85%B8%EB%9E%98%EC%97%B0%EC%8A%B5%EC%9E%A5
4652,Sookmyung University Station,사운드노래방,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=1062045078&query=%EC%82%AC%EC%9A%B4%EB%93%9C%EB%85%B8%EB%9E%98%EB%B0%A9
4653,Sookmyung University Station,올레올레 노래,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=1616044582&query=%EC%98%AC%EB%A0%88%EC%98%AC%EB%A0%88%20%EB%85%B8%EB%9E%98
4654,Triangle area,한강노래연습장,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=1237211365&query=%ED%95%9C%EA%B0%95%EB%85%B8%EB%9E%98%EC%97%B0%EC%8A%B5%EC%9E%A5
4655,Triangle area,낭낭노래방,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=18152867&query=%EB%82%AD%EB%82%AD%EB%85%B8%EB%9E%98%EB%B0%A9
4656,Triangle area,탈렌트노래천국,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=1377530421&query=%ED%83%88%EB%A0%8C%ED%8A%B8%EB%85%B8%EB%9E%98%EC%B2%9C%EA%B5%AD
4657,Triangle area,데코노래연습장,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=1362199402&query=%EB%8D%B0%EC%BD%94%EB%85%B8%EB%9E%98%EC%97%B0%EC%8A%B5%EC%9E%A5
4658,Shinyongsan Station,테마노래연습장,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=1410046660&query=%ED%85%8C%EB%A7%88%EB%85%B8%EB%9E%98%EC%97%B0%EC%8A%B5%EC%9E%A5
4659,Shinyongsan Station,공공이(002),노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=63255186&query=%EA%B3%B5%EA%B3%B5%EC%9D%B4(002)
4660,Ichon Station,ReeYa 노래연습장,노래방,1,https://store.naver.com/restaurants/detail?entry=ple&id=1541823382&query=ReeYa%20%EB%85%B8%EB%9E%98%EC%97%B0%EC%8A%B5%EC%9E%A5
4661,Ichon Station,팔팔노래랑,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=1541146693&query=%ED%8C%94%ED%8C%94%EB%85%B8%EB%9E%98%EB%9E%91
4662,Ichon Station,하모니노래방,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=20034298&query=%ED%95%98%EB%AA%A8%EB%8B%88%EB%85%B8%EB%9E%98%EB%B0%A9
4663,Dongjak Station,동전가왕 코인노래방,노래방,4,https://store.naver.com/restaurants/detail?entry=ple&id=335896614&query=%EB%8F%99%EC%A0%84%EA%B0%80%EC%99%95%20%EC%BD%94%EC%9D%B8%EB%85%B8%EB%9E%98%EB%B0%A9
4664,Dongjak Station,보니노래연습장,노래방,1,https://store.naver.com/restaurants/detail?entry=ple&id=20629497&query=%EB%B3%B4%EB%8B%88%EB%85%B8%EB%9E%98%EC%97%B0%EC%8A%B5%EC%9E%A5
4665,Dongjak Station,Q노래방,노래방,1,https://store.naver.com/restaurants/detail?entry=ple&id=37476111&query=Q%EB%85%B8%EB%9E%98%EB%B0%A9
4666,Dongjak Station,탑노래연습장,노래방,1,https://store.naver.com/restaurants/detail?entry=ple&id=20627218&query=%ED%83%91%EB%85%B8%EB%9E%98%EC%97%B0%EC%8A%B5%EC%9E%A5
4667,Dongjak Station,대박노래연습장,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=20839978&query=%EB%8C%80%EB%B0%95%EB%85%B8%EB%9E%98%EC%97%B0%EC%8A%B5%EC%9E%A5
4668,Dongjak Station,디제이코인노래방,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=37481331&query=%EB%94%94%EC%A0%9C%EC%9D%B4%EC%BD%94%EC%9D%B8%EB%85%B8%EB%9E%98%EB%B0%A9
4669,Dongjak Station,큐노래방,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=20623844&query=%ED%81%90%EB%85%B8%EB%9E%98%EB%B0%A9
4670,Dongjak Station,파티파티노래방,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=37476115&query=%ED%8C%8C%ED%8B%B0%ED%8C%8C%ED%8B%B0%EB%85%B8%EB%9E%98%EB%B0%A9
4671,Dongjak Station,비엠노래방,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=20027658&query=%EB%B9%84%EC%97%A0%EB%85%B8%EB%9E%98%EB%B0%A9
4672,Dongjak Station,싸다구노래타운,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=1873755903&query=%EC%8B%B8%EB%8B%A4%EA%B5%AC%EB%85%B8%EB%9E%98%ED%83%80%EC%9A%B4
4673,Dongjak Station,레이노래방,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=1945006727&query=%EB%A0%88%EC%9D%B4%EB%85%B8%EB%9E%98%EB%B0%A9
4674,Dongjak Station,gast,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=20631823&query=gast
4675,Dongjak Station,홈노래방,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=1929855348&query=%ED%99%88%EB%85%B8%EB%9E%98%EB%B0%A9
4676,Dongjak Station,작품하나노래방,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=37476236&query=%EC%9E%91%ED%92%88%ED%95%98%EB%82%98%EB%85%B8%EB%9E%98%EB%B0%A9
4677,Dongjak Station,황제노래방,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=37475786&query=%ED%99%A9%EC%A0%9C%EB%85%B8%EB%9E%98%EB%B0%A9
4678,Dongjak Station,맥심노래방,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=18291143&query=%EB%A7%A5%EC%8B%AC%EB%85%B8%EB%9E%98%EB%B0%A9
4679,Dongjak Station,콘서트노래연습장,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=1336132504&query=%EC%BD%98%EC%84%9C%ED%8A%B8%EB%85%B8%EB%9E%98%EC%97%B0%EC%8A%B5%EC%9E%A5
4680,Dongjak Station,파파코노래연습장,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=20639671&query=%ED%8C%8C%ED%8C%8C%EC%BD%94%EB%85%B8%EB%9E%98%EC%97%B0%EC%8A%B5%EC%9E%A5
4681,Dongjak Station,필노래연습장,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=20639651&query=%ED%95%84%EB%85%B8%EB%9E%98%EC%97%B0%EC%8A%B5%EC%9E%A5
4682,Dongjak Station,이브노래연습장,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=20631714&query=%EC%9D%B4%EB%B8%8C%EB%85%B8%EB%9E%98%EC%97%B0%EC%8A%B5%EC%9E%A5
4683,Dongjak Station,하와이노래방,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=20634203&query=%ED%95%98%EC%99%80%EC%9D%B4%EB%85%B8%EB%9E%98%EB%B0%A9
4684,Dongjak Station,투투노래연습장,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=20866990&query=%ED%88%AC%ED%88%AC%EB%85%B8%EB%9E%98%EC%97%B0%EC%8A%B5%EC%9E%A5
4685,Dongjak Station,콘써트노래방,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=37476221&query=%EC%BD%98%EC%8D%A8%ED%8A%B8%EB%85%B8%EB%9E%98%EB%B0%A9
4686,Dongjak Station,S노래연습장,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=37482295&query=S%EB%85%B8%EB%9E%98%EC%97%B0%EC%8A%B5%EC%9E%A5
4687,Dongjak Station,엠노래방,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=1539356293&query=%EC%97%A0%EB%85%B8%EB%9E%98%EB%B0%A9
4688,Dongjak Station,덩쿨,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=32253396&query=%EB%8D%A9%EC%BF%A8
4689,Dongjak Station,런던노래연습장,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=20625511&query=%EB%9F%B0%EB%8D%98%EB%85%B8%EB%9E%98%EC%97%B0%EC%8A%B5%EC%9E%A5
4690,Isu Station,락휴 코인노래연습장 서울 이수점,노래방,7,https://store.naver.com/restaurants/detail?entry=ple&id=1525147881&query=%EB%9D%BD%ED%9C%B4%20%EC%BD%94%EC%9D%B8%EB%85%B8%EB%9E%98%EC%97%B0%EC%8A%B5%EC%9E%A5%20%EC%84%9C%EC%9A%B8%20%EC%9D%B4%EC%88%98%EC%A0%90
4691,Isu Station,뮤로코인노래연습장 이수점,노래방,5,https://store.naver.com/restaurants/detail?entry=ple&id=829560891&query=%EB%AE%A4%EB%A1%9C%EC%BD%94%EC%9D%B8%EB%85%B8%EB%9E%98%EC%97%B0%EC%8A%B5%EC%9E%A5%20%EC%9D%B4%EC%88%98%EC%A0%90
4692,Isu Station,k2노래방,노래방,5,https://store.naver.com/restaurants/detail?entry=ple&id=18761881&query=k2%EB%85%B8%EB%9E%98%EB%B0%A9
4693,Isu Station,파티파티노래방,노래방,2,https://store.naver.com/restaurants/detail?entry=ple&id=37476249&query=%ED%8C%8C%ED%8B%B0%ED%8C%8C%ED%8B%B0%EB%85%B8%EB%9E%98%EB%B0%A9
4694,Isu Station,코인노래방,노래방,1,https://store.naver.com/restaurants/detail?entry=ple&id=37481935&query=%EC%BD%94%EC%9D%B8%EB%85%B8%EB%9E%98%EB%B0%A9
4695,Isu Station,2040노래방,노래방,1,https://store.naver.com/restaurants/detail?entry=ple&id=20880710&query=2040%EB%85%B8%EB%9E%98%EB%B0%A9
4696,Isu Station,악쓰는하마노래방,노래방,1,https://store.naver.com/restaurants/detail?entry=ple&id=37476116&query=%EC%95%85%EC%93%B0%EB%8A%94%ED%95%98%EB%A7%88%EB%85%B8%EB%9E%98%EB%B0%A9
4697,Isu Station,코리아노래연습장,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=32114746&query=%EC%BD%94%EB%A6%AC%EC%95%84%EB%85%B8%EB%9E%98%EC%97%B0%EC%8A%B5%EC%9E%A5
4698,Isu Station,별밤지기노래방,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=37476246&query=%EB%B3%84%EB%B0%A4%EC%A7%80%EA%B8%B0%EB%85%B8%EB%9E%98%EB%B0%A9
4699,Isu Station,대박노래연습장,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=18760879&query=%EB%8C%80%EB%B0%95%EB%85%B8%EB%9E%98%EC%97%B0%EC%8A%B5%EC%9E%A5
4700,Isu Station,아쿠아,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=1784910410&query=%EC%95%84%EC%BF%A0%EC%95%84
4701,Isu Station,라이브노래연습장,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=37482404&query=%EB%9D%BC%EC%9D%B4%EB%B8%8C%EB%85%B8%EB%9E%98%EC%97%B0%EC%8A%B5%EC%9E%A5
4702,Isu Station,으랏차차노래방,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=250319277&query=%EC%9C%BC%EB%9E%8F%EC%B0%A8%EC%B0%A8%EB%85%B8%EB%9E%98%EB%B0%A9
4703,Isu Station,궁전노래연습장,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=1319457499&query=%EA%B6%81%EC%A0%84%EB%85%B8%EB%9E%98%EC%97%B0%EC%8A%B5%EC%9E%A5
4704,Isu Station,토마토노래방,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=20899751&query=%ED%86%A0%EB%A7%88%ED%86%A0%EB%85%B8%EB%9E%98%EB%B0%A9
4705,Isu Station,쿨노래연습장,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=37475784&query=%EC%BF%A8%EB%85%B8%EB%9E%98%EC%97%B0%EC%8A%B5%EC%9E%A5
4706,Isu Station,짱노래연습장,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=20642676&query=%EC%A7%B1%EB%85%B8%EB%9E%98%EC%97%B0%EC%8A%B5%EC%9E%A5
4707,Isu Station,119노래연습장,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=37482229&query=119%EB%85%B8%EB%9E%98%EC%97%B0%EC%8A%B5%EC%9E%A5
4708,Isu Station,시작노래연습장,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=37481426&query=%EC%8B%9C%EC%9E%91%EB%85%B8%EB%9E%98%EC%97%B0%EC%8A%B5%EC%9E%A5
4709,Isu Station,SBS노래방,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=37475783&query=SBS%EB%85%B8%EB%9E%98%EB%B0%A9
4710,Isu Station,태평노래방,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=37476117&query=%ED%83%9C%ED%8F%89%EB%85%B8%EB%9E%98%EB%B0%A9
4711,Isu Station,킹노래방,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=37476235&query=%ED%82%B9%EB%85%B8%EB%9E%98%EB%B0%A9
4712,Isu Station,코리아노래방,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=18723938&query=%EC%BD%94%EB%A6%AC%EC%95%84%EB%85%B8%EB%9E%98%EB%B0%A9
4713,Isu Station,코비노래타운노래방,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=37475835&query=%EC%BD%94%EB%B9%84%EB%85%B8%EB%9E%98%ED%83%80%EC%9A%B4%EB%85%B8%EB%9E%98%EB%B0%A9
4714,Isu Station,오디션노래방,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=18761875&query=%EC%98%A4%EB%94%94%EC%85%98%EB%85%B8%EB%9E%98%EB%B0%A9
4715,Isu Station,총신대마이스위티점노래방,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=37475780&query=%EC%B4%9D%EC%8B%A0%EB%8C%80%EB%A7%88%EC%9D%B4%EC%8A%A4%EC%9C%84%ED%8B%B0%EC%A0%90%EB%85%B8%EB%9E%98%EB%B0%A9
4716,Isu Station,SBS노래연습장,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=37476397&query=SBS%EB%85%B8%EB%9E%98%EC%97%B0%EC%8A%B5%EC%9E%A5
4717,Isu Station,휴노래연습장,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=20838310&query=%ED%9C%B4%EB%85%B8%EB%9E%98%EC%97%B0%EC%8A%B5%EC%9E%A5
4718,Isu Station,파티노래연습장,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=37476238&query=%ED%8C%8C%ED%8B%B0%EB%85%B8%EB%9E%98%EC%97%B0%EC%8A%B5%EC%9E%A5
4719,Isu Station,태양노래방,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=101496213&query=%ED%83%9C%EC%96%91%EB%85%B8%EB%9E%98%EB%B0%A9
4720,Isu Station,리코스타코인노래방,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=1031914360&query=%EB%A6%AC%EC%BD%94%EC%8A%A4%ED%83%80%EC%BD%94%EC%9D%B8%EB%85%B8%EB%9E%98%EB%B0%A9
4721,Isu Station,원투노래방,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=37476222&query=%EC%9B%90%ED%88%AC%EB%85%B8%EB%9E%98%EB%B0%A9
4722,Isu Station,쟁반노래연습장,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=20905214&query=%EC%9F%81%EB%B0%98%EB%85%B8%EB%9E%98%EC%97%B0%EC%8A%B5%EC%9E%A5
4723,Isu Station,케이투노래연습장,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=179885668&query=%EC%BC%80%EC%9D%B4%ED%88%AC%EB%85%B8%EB%9E%98%EC%97%B0%EC%8A%B5%EC%9E%A5
4724,Isu Station,프로방스 노래연습장,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=13441081&query=%ED%94%84%EB%A1%9C%EB%B0%A9%EC%8A%A4%20%EB%85%B8%EB%9E%98%EC%97%B0%EC%8A%B5%EC%9E%A5
4725,Isu Station,우리노래방,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=37476231&query=%EC%9A%B0%EB%A6%AC%EB%85%B8%EB%9E%98%EB%B0%A9
4726,Sadang Station,스타코인노래,노래방,6,https://store.naver.com/restaurants/detail?entry=ple&id=37800763&query=%EC%8A%A4%ED%83%80%EC%BD%94%EC%9D%B8%EB%85%B8%EB%9E%98
4727,Sadang Station,윈스타코인노래연습장,노래방,3,https://store.naver.com/restaurants/detail?entry=ple&id=315568874&query=%EC%9C%88%EC%8A%A4%ED%83%80%EC%BD%94%EC%9D%B8%EB%85%B8%EB%9E%98%EC%97%B0%EC%8A%B5%EC%9E%A5
4728,Sadang Station,빌보드노래방,노래방,3,https://store.naver.com/restaurants/detail?entry=ple&id=18174581&query=%EB%B9%8C%EB%B3%B4%EB%93%9C%EB%85%B8%EB%9E%98%EB%B0%A9
4729,Sadang Station,상한가,노래방,2,https://store.naver.com/restaurants/detail?entry=ple&id=1876075814&query=%EC%83%81%ED%95%9C%EA%B0%80
4730,Sadang Station,별밤지기노래연습장,노래방,1,https://store.naver.com/restaurants/detail?entry=ple&id=37476227&query=%EB%B3%84%EB%B0%A4%EC%A7%80%EA%B8%B0%EB%85%B8%EB%9E%98%EC%97%B0%EC%8A%B5%EC%9E%A5
4731,Sadang Station,방배노래방,노래방,1,https://store.naver.com/restaurants/detail?entry=ple&id=32253393&query=%EB%B0%A9%EB%B0%B0%EB%85%B8%EB%9E%98%EB%B0%A9
4732,Sadang Station,웃찾사노래연습장,노래방,1,https://store.naver.com/restaurants/detail?entry=ple&id=1128075314&query=%EC%9B%83%EC%B0%BE%EC%82%AC%EB%85%B8%EB%9E%98%EC%97%B0%EC%8A%B5%EC%9E%A5
4733,Sadang Station,제일노래연습장,노래방,1,https://store.naver.com/restaurants/detail?entry=ple&id=1740680274&query=%EC%A0%9C%EC%9D%BC%EB%85%B8%EB%9E%98%EC%97%B0%EC%8A%B5%EC%9E%A5
4734,Sadang Station,다모아노래연습장,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=1440797223&query=%EB%8B%A4%EB%AA%A8%EC%95%84%EB%85%B8%EB%9E%98%EC%97%B0%EC%8A%B5%EC%9E%A5
4735,Sadang Station,알파고노래방,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=534864154&query=%EC%95%8C%ED%8C%8C%EA%B3%A0%EB%85%B8%EB%9E%98%EB%B0%A9
4736,Sadang Station,타임노래연습장,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=1029055341&query=%ED%83%80%EC%9E%84%EB%85%B8%EB%9E%98%EC%97%B0%EC%8A%B5%EC%9E%A5
4737,Sadang Station,꾀꼬리노래연습장,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=1990874896&query=%EA%BE%80%EA%BC%AC%EB%A6%AC%EB%85%B8%EB%9E%98%EC%97%B0%EC%8A%B5%EC%9E%A5
4738,Sadang Station,팬클럽노래방,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=354856333&query=%ED%8C%AC%ED%81%B4%EB%9F%BD%EB%85%B8%EB%9E%98%EB%B0%A9
